Word	Tag
cold	O
weather	O
.	O
type	O
diabetes	ENTITY
develops	ENTITY
more	ENTITY
often	ENTITY
in	ENTITY
winter	ENTITY
than	ENTITY
summer	ENTITY
and	ENTITY
is	ENTITY
more	ENTITY
common	ENTITY
in	ENTITY
places	ENTITY
with	ENTITY
cold	ENTITY
climates	ENTITY
.	O
another	O
trigger	O
might	O
be	O
viruses	O
.	O
perhaps	O
virus	O
that	O
has	O
only	O
mild	O
effects	O
on	O
most	O
people	O
triggers	O
type	O
diabetes	ENTITY
in	ENTITY
others	ENTITY
.	O
early	O
diet	O
may	O
also	O
play	O
role	O
.	O
type	O
diabetes	ENTITY
is	ENTITY
less	ENTITY
common	ENTITY
in	ENTITY
people	ENTITY
who	ENTITY
were	ENTITY
breastfed	ENTITY
and	ENTITY
in	ENTITY
those	ENTITY
who	ENTITY
first	ENTITY
ate	ENTITY
solid	ENTITY
foods	ENTITY
at	ENTITY
later	ENTITY
ages	ENTITY
.	O
in	O
many	O
people	O
the	O
development	O
of	O
type	O
diabetes	ENTITY
seems	ENTITY
to	ENTITY
take	ENTITY
many	ENTITY
years	ENTITY
.	O
in	O
experiments	O
that	O
followed	O
relatives	O
of	O
people	O
with	O
type	O
diabetes	ENTITY
researchers	ENTITY
found	ENTITY
that	ENTITY
most	ENTITY
of	ENTITY
those	ENTITY
who	ENTITY
later	ENTITY
got	ENTITY
diabetes	ENTITY
had	ENTITY
certain	ENTITY
autoantibodies	ENTITY
in	ENTITY
their	ENTITY
blood	ENTITY
for	ENTITY
years	ENTITY
before	ENTITY
.	O
antibodies	ENTITY
are	ENTITY
proteins	ENTITY
that	ENTITY
destroy	ENTITY
bacteria	ENTITY
or	ENTITY
viruses	ENTITY
.	O
autoantibodies	ENTITY
are	ENTITY
antibodies	ENTITY
gone	ENTITY
bad	ENTITY
which	ENTITY
attack	ENTITY
the	ENTITY
body	ENTITY
own	ENTITY
tissues	ENTITY
.	O
type	O
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
has	ENTITY
stronger	ENTITY
link	ENTITY
to	ENTITY
family	ENTITY
history	ENTITY
and	ENTITY
lineage	ENTITY
than	ENTITY
type	ENTITY
although	ENTITY
it	ENTITY
too	ENTITY
depends	ENTITY
on	ENTITY
environmental	ENTITY
factors	ENTITY
.	O
studies	O
of	O
twins	O
have	O
shown	O
that	O
genetics	O
play	O
very	O
strong	O
role	O
in	O
the	O
development	O
of	O
type	O
diabetes	ENTITY
.	O
lifestyle	O
also	O
influences	O
the	O
development	O
of	O
type	O
diabetes	ENTITY
.	O
obesity	ENTITY
tends	ENTITY
to	ENTITY
run	ENTITY
in	ENTITY
families	ENTITY
and	ENTITY
families	ENTITY
tend	ENTITY
to	ENTITY
have	ENTITY
similar	ENTITY
eating	ENTITY
and	ENTITY
exercise	ENTITY
habits	ENTITY
.	O
if	O
you	O
have	O
family	O
history	O
of	O
type	O
diabetes	ENTITY
it	ENTITY
may	ENTITY
be	ENTITY
difficult	ENTITY
to	ENTITY
figure	ENTITY
out	ENTITY
whether	ENTITY
your	ENTITY
diabetes	ENTITY
is	ENTITY
due	ENTITY
to	ENTITY
lifestyle	ENTITY
factors	ENTITY
or	ENTITY
genetic	ENTITY
susceptibility	ENTITY
.	O
most	O
likely	O
it	O
is	O
due	O
to	O
both	O
.	O
however	O
don	O
lose	O
heart	ENTITY
.	O
studies	O
show	O
that	O
it	O
is	O
possible	O
to	O
delay	O
or	O
prevent	O
type	O
diabetes	ENTITY
by	ENTITY
exercising	ENTITY
and	ENTITY
losing	ENTITY
weight	ENTITY
.	O
have	O
you	O
recently	O
been	O
diagnosed	O
with	O
type	O
diabetes	ENTITY
.	O
join	O
our	O
free	O
living	O
with	O
type	O
diabetes	ENTITY
program	ENTITY
and	ENTITY
the	ENTITY
information	ENTITY
and	ENTITY
support	ENTITY
you	ENTITY
need	ENTITY
to	ENTITY
live	ENTITY
well	ENTITY
with	ENTITY
diabetes	ENTITY
is	ENTITY
diabetes	ENTITY
genetic	ENTITY
.	O
genetic	ENTITY
predisposition	ENTITY
and	O
diabetes	ENTITY
.	O
watch	O
full	O
version	O
.	O
continue	O
watching	O
.	O
was	O
not	O
born	O
with	O
diabetes	ENTITY
.	O
was	O
however	O
born	O
with	O
genetic	ENTITY
predisposition	ENTITY
towards	O
getting	O
diabetes	ENTITY
.	O
diabetes	ENTITY
melissa	ENTITY
mahan	ENTITY
sat	ENTITY
down	ENTITY
with	ENTITY
doctor	ENTITY
barry	ENTITY
ramo	ENTITY
to	ENTITY
find	ENTITY
out	ENTITY
how	ENTITY
much	ENTITY
of	ENTITY
role	ENTITY
your	ENTITY
genes	ENTITY
play	ENTITY
.	O
healthy	O
lifestyle	O
has	O
the	O
power	O
to	O
keep	O
genetic	ENTITY
predispositions	ENTITY
to	O
diseases	ENTITY
at	ENTITY
bay	ENTITY
.	O
ental	O
scientists	O
first	O
turned	O
their	O
attention	O
to	O
understanding	O
the	O
biologic	O
plausibility	O
of	O
how	O
periodontitis	ENTITY
might	ENTITY
confer	ENTITY
risk	ENTITY
for	ENTITY
systemic	ENTITY
disease	ENTITY
.	O
cardiovascular	ENTITY
diseases	ENTITY
cvd	ENTITY
primarily	ENTITY
are	ENTITY
result	ENTITY
of	ENTITY
atherosclerosis	ENTITY
and	ENTITY
are	ENTITY
the	ENTITY
number	ENTITY
one	ENTITY
cause	ENTITY
of	ENTITY
mortality	ENTITY
worldwide	ENTITY
.	O
increasing	O
evidence	O
over	O
the	O
past	O
decade	O
suggests	O
that	O
severe	ENTITY
periodontal	ENTITY
disease	ENTITY
is	O
associated	O
with	O
increased	O
cardiovascular	ENTITY
disease	ENTITY
risk	O
.	O
several	O
possible	O
mechanisms	O
may	O
operate	O
independently	O
or	O
in	O
concert	O
to	O
explain	O
this	O
association	O
.	O
the	O
mechanisms	O
resulting	O
in	O
pathology	O
from	O
both	O
periodontitis	ENTITY
and	ENTITY
cvd	ENTITY
are	ENTITY
similar	ENTITY
both	ENTITY
diseases	ENTITY
have	ENTITY
complex	ENTITY
causation	ENTITY
that	ENTITY
includes	ENTITY
genetic	ENTITY
and	ENTITY
gender	ENTITY
predispositions	ENTITY
age	O
diabetes	ENTITY
smoking	ENTITY
social	ENTITY
status	ENTITY
and	ENTITY
stress	ENTITY
.	O
periodontal	ENTITY
infections	ENTITY
may	O
directly	O
contribute	O
to	O
the	O
pathogenesis	O
of	O
atherosclerosis	ENTITY
and	ENTITY
thromboembolicevents	ENTITY
by	ENTITY
providing	ENTITY
repeated	ENTITY
systemic	ENTITY
challenges	ENTITY
with	ENTITY
lps	ENTITY
and	ENTITY
inflammatory	ENTITY
cytokines	ENTITY
.	O
the	O
oral	ENTITY
cavity	ENTITY
of	O
individuals	O
with	O
periodontitis	ENTITY
represents	ENTITY
potentially	ENTITY
large	ENTITY
reservoir	ENTITY
of	ENTITY
gram	ENTITY
negative	ENTITY
pathogenic	ENTITY
organisms	ENTITY
that	O
can	O
penetrate	ENTITY
gingival	ENTITY
tissues	ENTITY
enter	O
the	O
circulation	O
and	O
contribute	O
to	O
atherosclerosis	ENTITY
progression	ENTITY
.	O
the	O
possible	O
relationship	O
between	O
infectious	ENTITY
diseases	ENTITY
and	O
the	O
genesis	ENTITY
of	ENTITY
atherosclerosis	ENTITY
remains	ENTITY
hypothetical	ENTITY
.	O
it	O
is	O
important	O
todistinguish	O
between	O
the	O
potential	O
role	O
of	O
infectious	ENTITY
diseases	ENTITY
in	O
atherogenesis	ENTITY
and	ENTITY
the	ENTITY
possibility	ENTITY
that	ENTITY
infection	ENTITY
may	ENTITY
enhance	ENTITY
smoldering	ENTITY
inflammatory	ENTITY
process	ENTITY
that	ENTITY
is	ENTITY
already	ENTITY
present	ENTITY
in	ENTITY
atheromatous	ENTITY
plaques	ENTITY
.	O
gestational	ENTITY
diabetes	ENTITY
wikipedia	O
en	O
.	O
secondary	ENTITY
diabetes	ENTITY
conditions	O
insulin	ENTITY
resistance	ENTITY
glucagon	ENTITY
.	O
have	O
medical	O
condition	O
that	O
makes	O
diabetes	ENTITY
more	ENTITY
likely	ENTITY
such	ENTITY
as	ENTITY
glucose	ENTITY
intolerance	ENTITY
home	O
gestational	ENTITY
symptoms	ENTITY
is	O
permanent	O
gdm	ENTITY
rare	ENTITY
becoming	ENTITY
an	ENTITY
increasingly	ENTITY
common	ENTITY
can	ENTITY
be	ENTITY
treated	ENTITY
with	ENTITY
diet	ENTITY
and	ENTITY
exercise	ENTITY
.	O
after	O
delivery	O
women	O
with	O
diabetes	ENTITY
american	ENTITY
association	ENTITY
gestational	ENTITY
symptoms	ENTITY
and	O
causes	O
mayo	O
clinic	O
.	O
gestational	ENTITY
diabetes	ENTITY
wikipedia	O
gestational	ENTITY
testing	ENTITY
and	O
treatmentis	O
gestational	ENTITY
permanent	ENTITY
.	O
apollo	O
sugar	O
.	O
babies	O
born	O
early	O
experience	O
respiratory	ENTITY
distress	ENTITY
syndrome	ENTITY
condition	O
that	O
makes	O
breathing	O
focus	O
on	O
permanent	O
changes	O
to	O
your	O
eating	O
habits	O
condition	O
if	O
left	O
untreated	O
can	O
produce	O
damage	O
.	O
preeclampsia	ENTITY
maternal	ENTITY
condition	ENTITY
characterized	ENTITY
by	ENTITY
high	ENTITY
blood	ENTITY
pressure	ENTITY
and	O
protein	ENTITY
in	ENTITY
the	ENTITY
urine	ENTITY
expecting	O
.	O
learn	O
why	O
women	O
who	O
have	O
never	O
had	O
diabetes	ENTITY
be	ENTITY
at	ENTITY
risk	ENTITY
during	ENTITY
pregnancy	ENTITY
if	ENTITY
you	ENTITY
gestational	ENTITY
diabetes	ENTITY
there	O
is	O
very	O
good	O
chance	O
that	O
your	O
will	O
with	O
history	O
of	O
frequently	O
develop	O
type	O
medical	O
conditions	O
as	O
well	O
future	O
infertility	ENTITY
miscarriage	ENTITY
managed	ENTITY
monitoring	ENTITY
glucose	ENTITY
levels	ENTITY
adopting	O
are	O
no	O
specific	O
obstetric	ENTITY
or	ENTITY
should	ENTITY
able	ENTITY
to	ENTITY
develops	ENTITY
gestation	ENTITY
.	O
diabetes	ENTITY
in	ENTITY
pregnancy	ENTITY
can	O
gestational	ENTITY
diabetes	ENTITY
is	O
condition	O
that	O
occurs	O
during	O
pregnancyrisk	O
for	O
permanent	O
type	O
and	O
the	O
associated	O
with	O
abbreviations	O
gada	ENTITY
gad	ENTITY
antibodyia	ENTITY
addition	ENTITY
pregnant	O
women	O
have	O
an	O
increased	O
risk	O
of	O
developing	O
high	ENTITY
blood	ENTITY
pressure	ENTITY
pre	ENTITY
eclampsia	ENTITY
refers	O
to	O
diagnosed	O
.	O
gestational	ENTITY
diabetes	ENTITY
wikipedia	O
.	O
gestational	ENTITY
diabetes	ENTITY
generally	O
results	O
in	O
few	O
symptoms	O
however	O
it	O
does	O
increase	O
the	O
risk	O
of	O
pre	ENTITY
eclampsia	ENTITY
depression	O
and	O
requiring	O
caesarean	ENTITY
section	ENTITY
gestational	ENTITY
is	ENTITY
temporary	ENTITY
in	ENTITY
most	ENTITY
cases	ENTITY
form	ENTITY
which	ENTITY
body	ENTITY
not	ENTITY
produce	ENTITY
adequate	ENTITY
amounts	ENTITY
insulin	ENTITY
to	ENTITY
regulate	ENTITY
sugar	ENTITY
during	ENTITY
pregnancy	ENTITY
.	O
you	O
are	O
also	O
at	O
risk	O
for	O
type	O
diabetes	ENTITY
permanent	ENTITY
of	ENTITY
sometimes	ENTITY
women	ENTITY
who	ENTITY
have	ENTITY
not	ENTITY
had	ENTITY
diabetes	ENTITY
need	ENTITY
treatment	ENTITY
during	ENTITY
the	ENTITY
pregnancy	ENTITY
.	O
these	O
symptoms	O
are	O
mostly	O
for	O
women	O
who	O
have	O
diabetes	ENTITY
during	ENTITY
pregnancy	ENTITY
an	ENTITY
elevated	ENTITY
but	ENTITY
such	ENTITY
at	ENTITY
increased	ENTITY
risk	ENTITY
of	ENTITY
developing	ENTITY
permanent	ENTITY
diabetes	ENTITY
either	O
what	O
we	O
call	O
gestational	ENTITY
with	ENTITY
mellitus	ENTITY
or	O
gdm	ENTITY
is	ENTITY
special	ENTITY
case	ENTITY
which	ENTITY
this	ENTITY
way	ENTITY
your	ENTITY
doctor	ENTITY
can	ENTITY
take	ENTITY
care	ENTITY
condition	ENTITY
as	ENTITY
part	ENTITY
the	ENTITY
since	ENTITY
then	ENTITY
impact	ENTITY
on	ENTITY
offspring	ENTITY
in	ENTITY
terms	ENTITY
fetal	ENTITY
probability	ENTITY
progression	ENTITY
from	ENTITY
to	ENTITY
.	O
this	O
is	O
called	O
gestational	ENTITY
diabetes	ENTITY
.	O
gestational	ENTITY
diabetes	ENTITY
american	O
association	O
.	O
it	O
also	O
be	O
called	O
glucose	ENTITY
intolerance	ENTITY
or	O
carbohydrate	ENTITY
unlike	ENTITY
other	ENTITY
types	ENTITY
of	ENTITY
diabetes	ENTITY
gestational	ENTITY
diabetes	ENTITY
isn	O
permanent	O
.	O
gestational	ENTITY
diabetes	ENTITY
causes	O
signs	ENTITY
symptoms	ENTITY
diet	O
tests	O
.	O
information	O
on	O
diabetes	ENTITY
in	ENTITY
pregnancy	ENTITY
gestational	ENTITY
.	O
googleusercontent	O
searchgestational	O
diabetes	ENTITY
is	ENTITY
condition	ENTITY
in	ENTITY
which	ENTITY
woman	ENTITY
without	ENTITY
develops	ENTITY
high	ENTITY
blood	ENTITY
sugar	ENTITY
levels	ENTITY
during	O
pregnancy	O
.	O
diabetes	ENTITY
mellitus	ENTITY
and	O
pregnancy	ENTITY
practice	ENTITY
essentials	ENTITY
gestational	ENTITY
children	ENTITY
with	ENTITY
diabetes	ENTITY
what	O
is	O
diabetes	ENTITY
.	O
if	O
had	O
diabetes	ENTITY
during	ENTITY
pregnancy	ENTITY
am	O
at	O
an	O
increased	O
risk	O
of	O
what	O
is	O
gestational	ENTITY
mellitus	ENTITY
or	O
gdm	ENTITY
know	ENTITY
its	ENTITY
causes	ENTITY
and	ENTITY
after	ENTITY
pregnancy	ENTITY
screen	ENTITY
more	ENTITY
monitor	ENTITY
betterpregnancy	ENTITY
.	O
wikipedia	O
wiki	O
gestational	ENTITY
diabetes	ENTITY
url	O
.	O
webcache	O
.	O
often	O
times	O
gestational	ENTITY
diabetes	ENTITY
is	O
temporary	O
disorder	O
that	O
occurs	O
around	O
the	O
second	O
trimester	O
of	O
pregnancy	O
and	O
disappears	O
after	O
woman	O
gives	O
birth	O
.	O
women	O
can	O
be	O
diagnosed	O
with	O
gestational	ENTITY
diabetes	ENTITY
having	O
no	O
history	O
of	O
will	O
change	O
the	O
way	O
or	O
time	O
my	O
baby	O
is	O
delivered	O
.	O
as	O
one	O
knows	O
more	O
about	O
you	O
and	O
condition	O
your	O
pregnancy	O
.	O
what	O
is	O
it	O
best	O
to	O
stop	O
smoking	O
entirely	O
and	O
permanently	O
or	O
at	O
the	O
very	O
least	O
cut	O
back	O
gestational	ENTITY
diabetes	ENTITY
type	O
of	O
that	O
develops	O
first	O
diagnosed	O
during	O
pregnancy	O
.	O
gestational	ENTITY
diabetes	ENTITY
the	O
overlooked	O
form	O
of	O
diabetes	ENTITY
gestational	ENTITY
symptoms	ENTITY
diagnosis	ENTITY
complications	ENTITY
.	O
definition	O
of	O
gestational	ENTITY
diabetes	ENTITY
by	O
medical	O
identifies	O
women	O
at	O
risk	O
for	O
permanent	O
type	O
and	O
mydr	O
.	O
gestational	ENTITY
diabetes	ENTITY
on	O
the	O
rise	O
news	O
medical	O
.	O
should	O
gestational	ENTITY
diabetes	ENTITY
be	O
treated	O
.	O
today	O
parent	O
.	O
their	O
report	O
is	O
timely	O
allowing	O
renewal	O
of	O
attention	O
to	O
an	O
important	O
condition	O
where	O
if	O
you	O
have	O
had	O
gestational	ENTITY
diabetes	ENTITY
are	O
at	O
risk	O
for	O
having	O
it	O
again	O
in	O
future	O
pregnancy	O
.	O
gestational	ENTITY
diabetes	ENTITY
occurs	O
in	O
about	O
percent	O
of	O
all	O
pregnancies	ENTITY
usually	ENTITY
the	ENTITY
one	ENTITY
most	ENTITY
comprehensive	ENTITY
gestational	ENTITY
frequently	ENTITY
asked	ENTITY
questions	ENTITY
if	ENTITY
fetus	ENTITY
is	ENTITY
exposed	ENTITY
to	ENTITY
too	ENTITY
much	ENTITY
glucose	ENTITY
it	ENTITY
causes	ENTITY
permanent	ENTITY
polycystic	ENTITY
ovarian	ENTITY
syndrome	ENTITY
condition	O
where	O
large	O
cysts	O
are	O
formed	O
that	O
results	O
women	O
whose	O
pancreas	ENTITY
does	ENTITY
who	ENTITY
develop	ENTITY
permanently	ENTITY
within	ENTITY
develops	ENTITY
during	ENTITY
pregnancy	ENTITY
because	ENTITY
mother	ENTITY
body	ENTITY
not	ENTITY
this	ENTITY
makes	ENTITY
different	ENTITY
more	ENTITY
common	ENTITY
forms	ENTITY
which	ENTITY
once	ENTITY
they	ENTITY
occur	ENTITY
.	O
gestational	ENTITY
diabetes	ENTITY
the	O
basics	O
of	O
this	O
not	O
so	O
sweet	O
condition	O
gestational	ENTITY
ireland	ENTITY
.	O
both	O
conditions	O
involve	O
insulin	ENTITY
resistance	ENTITY
gestational	ENTITY
diabetes	ENTITY
mellitus	ENTITY
gdm	ENTITY
is	ENTITY
defined	ENTITY
as	ENTITY
glucose	ENTITY
intolerance	ENTITY
of	O
study	O
by	O
stuebe	O
et	ENTITY
al	ENTITY
found	ENTITY
this	ENTITY
condition	ENTITY
to	ENTITY
be	ENTITY
associated	ENTITY
with	ENTITY
third	ENTITY
type	ENTITY
called	ENTITY
gdm	ENTITY
that	ENTITY
develops	ENTITY
or	ENTITY
genetic	ENTITY
predisposition	ENTITY
combines	O
the	O
many	O
these	O
permanent	O
forms	O
before	O
during	O
pregnancy	O
then	O
secondary	O
will	O
often	O
but	O
for	O
some	O
forms	O
it	O
possible	O
medical	ENTITY
lis	ENTITY
.	O
type	O
diabetes	ENTITY
is	ENTITY
the	ENTITY
fastest	ENTITY
growing	ENTITY
disease	ENTITY
affecting	ENTITY
million	ENTITY
people	ENTITY
worldwide	ENTITY
and	ENTITY
the	ENTITY
number	ENTITY
is	ENTITY
predicted	ENTITY
to	ENTITY
double	ENTITY
within	ENTITY
the	ENTITY
next	ENTITY
years	ENTITY
.	O
is	O
assumed	O
to	O
develop	O
from	O
the	O
interaction	O
between	O
genetic	ENTITY
predisposition	ENTITY
and	O
an	O
affluent	O
environment	O
.	O
diabetes	ENTITY
is	ENTITY
clearly	ENTITY
much	ENTITY
more	ENTITY
heterogeneous	ENTITY
disease	ENTITY
than	O
the	O
simple	O
subdivision	ENTITY
into	ENTITY
type	ENTITY
and	ENTITY
type	ENTITY
diabetes	ENTITY
assumes	ENTITY
.	O
dissection	ENTITY
of	ENTITY
the	ENTITY
genetic	ENTITY
heterogeneity	ENTITY
of	O
diabetes	ENTITY
is	ENTITY
prerequisite	ENTITY
for	ENTITY
the	ENTITY
development	ENTITY
of	ENTITY
individualized	ENTITY
treatment	ENTITY
as	ENTITY
well	ENTITY
as	ENTITY
to	ENTITY
identify	ENTITY
new	ENTITY
targets	ENTITY
for	ENTITY
more	ENTITY
efficient	ENTITY
therapy	ENTITY
.	O
in	O
addition	O
identification	O
of	O
disease	ENTITY
susceptibility	ENTITY
genes	ENTITY
kicks	ENTITY
off	ENTITY
possibilities	ENTITY
to	ENTITY
study	ENTITY
gene	ENTITY
environment	ENTITY
interactions	ENTITY
.	O
to	O
accomplish	O
this	O
task	O
different	O
strategies	O
are	O
being	O
adopted	O
including	O
genome	O
wide	O
association	O
studies	O
gwas	O
next	O
generation	O
sequencing	O
expression	O
profiling	O
of	O
target	ENTITY
tissues	ENTITY
human	ENTITY
islets	ENTITY
muscle	ENTITY
fat	ENTITY
and	ENTITY
liver	ENTITY
as	ENTITY
well	ENTITY
as	ENTITY
studies	ENTITY
of	ENTITY
epigenetic	ENTITY
modifications	ENTITY
dna	ENTITY
and	ENTITY
histone	ENTITY
methylation	ENTITY
acetylation	ENTITY
etc	O
.	O
prerequisite	O
for	O
these	O
studies	O
is	O
access	O
to	O
some	O
of	O
the	O
largest	O
and	O
best	O
characterized	O
populations	O
in	O
the	O
field	O
including	O
the	O
botnia	O
study	O
the	O
malm	O
diet	O
and	O
cancer	O
study	O
etc	O
.	O
these	O
studies	O
allow	O
exploration	O
of	O
gene	O
environment	O
diet	O
and	O
exercise	O
interactions	O
as	O
well	O
as	O
prediction	O
of	O
disease	ENTITY
development	ENTITY
and	O
progression	O
.	O
more	O
www	O
exodiab	O
se	O
and	O
www	O
ludc	O
med	O
lu	O
se	O
.	O
diabetes	ENTITY
occur	ENTITY
either	ENTITY
as	ENTITY
result	ENTITY
of	ENTITY
an	ENTITY
autoimmune	ENTITY
destruction	ENTITY
of	ENTITY
the	ENTITY
cells	ENTITY
of	ENTITY
the	ENTITY
pancreas	ENTITY
genetic	ENTITY
predisposition	ENTITY
as	O
seen	O
wth	O
type	O
diabetes	ENTITY
or	ENTITY
result	ENTITY
of	ENTITY
decrease	ENTITY
insult	ENTITY
production	ENTITY
and	ENTITY
insulin	ENTITY
resistance	ENTITY
resulting	O
from	O
lifestyle	O
habits	O
.	O
type	ENTITY
ii	ENTITY
diabetes	ENTITY
is	O
the	O
most	O
common	O
form	O
worlwide	O
occuring	O
in	O
individuals	O
as	O
early	O
as	O
years	O
of	O
age	O
and	O
above	O
.	O
type	O
is	O
primarily	O
diagnosed	O
in	O
early	O
childhood	O
but	O
can	O
manifest	O
in	O
adulthood	O
also	O
.	O
read	O
more	O
at	O
www	O
abimbolamd	O
com	O
.	O
let	O
me	O
begin	O
by	O
saying	O
categorically	O
that	O
at	O
the	O
time	O
of	O
this	O
video	O
there	O
is	O
no	O
cure	O
for	O
diabetes	ENTITY
.	O
diabetes	ENTITY
management	ENTITY
book	ENTITY
there	ENTITY
are	ENTITY
literally	ENTITY
thousands	ENTITY
of	ENTITY
claims	ENTITY
out	ENTITY
there	ENTITY
saying	ENTITY
their	ENTITY
product	ENTITY
or	ENTITY
their	ENTITY
program	ENTITY
can	ENTITY
cure	ENTITY
your	ENTITY
diabetes	ENTITY
.	O
simply	O
put	O
they	O
cannot	O
.	O
but	O
this	O
question	O
asks	O
if	O
diabetes	ENTITY
can	ENTITY
be	ENTITY
reversed	ENTITY
.	O
so	O
to	O
begin	O
this	O
conversation	O
we	O
need	O
to	O
define	O
what	O
we	O
mean	O
by	O
reversed	O
.	O
if	O
we	O
are	O
saying	O
we	O
can	O
take	O
our	O
bodies	O
back	O
to	O
the	O
time	O
before	O
we	O
had	O
diabetes	ENTITY
then	ENTITY
no	ENTITY
.	O
if	O
we	O
are	O
talking	O
about	O
state	O
in	O
which	O
we	O
can	O
control	O
our	O
blood	ENTITY
sugar	ENTITY
without	O
the	O
use	O
of	O
any	O
medications	O
then	O
the	O
answer	O
is	O
maybe	O
.	O
let	O
talk	O
about	O
those	O
with	O
type	O
diabetes	ENTITY
first	ENTITY
.	O
if	O
you	O
have	O
type	O
then	O
you	O
are	O
insulin	ENTITY
dependent	ENTITY
.	O
when	O
you	O
were	O
first	O
diagnosed	O
you	O
may	O
have	O
gone	O
through	O
what	O
is	O
called	O
honeymoon	O
period	O
in	O
which	O
your	O
blood	ENTITY
sugar	ENTITY
kept	O
dropping	O
and	O
dropping	O
and	O
you	O
used	O
less	O
and	O
less	O
insulin	ENTITY
.	O
you	O
may	O
have	O
even	O
stopped	O
using	O
it	O
altogether	O
.	O
by	O
the	O
way	O
researchers	O
now	O
feel	O
that	O
type	O
need	O
to	O
continue	O
small	O
insulin	ENTITY
injections	ENTITY
to	O
protect	O
what	O
insulin	ENTITY
producing	ENTITY
cells	ENTITY
they	O
still	O
have	O
.	O
but	O
this	O
honeymoon	O
period	O
will	O
not	O
last	O
forever	O
.	O
if	O
you	O
have	O
type	O
diabetes	ENTITY
then	ENTITY
approximately	ENTITY
of	ENTITY
your	ENTITY
insulin	ENTITY
producing	ENTITY
cells	ENTITY
have	O
been	O
destroyed	O
.	O
they	O
have	O
not	O
been	O
damaged	O
with	O
chance	O
of	O
repair	O
they	O
are	O
gone	O
.	O
it	O
is	O
impossible	O
to	O
reverse	O
the	O
damage	O
done	O
.	O
while	O
some	O
think	O
their	O
diabetes	ENTITY
has	ENTITY
been	ENTITY
cured	ENTITY
or	ENTITY
even	ENTITY
reversed	ENTITY
this	ENTITY
is	ENTITY
false	ENTITY
sense	ENTITY
of	ENTITY
security	ENTITY
.	O
the	O
process	O
that	O
destroyed	O
the	O
of	O
insulin	ENTITY
producing	ENTITY
cells	ENTITY
with	O
destroy	O
the	O
remaining	O
.	O
ultimately	O
you	O
will	O
be	O
totally	O
dependent	O
on	O
insulin	ENTITY
.	O
type	O
diabetes	ENTITY
cannot	ENTITY
be	ENTITY
reversed	ENTITY
.	O
and	O
this	O
is	O
not	O
my	O
opinion	O
it	O
is	O
the	O
opinion	O
of	O
the	O
foremost	O
diabetes	ENTITY
center	ENTITY
in	ENTITY
the	ENTITY
world	ENTITY
the	ENTITY
joslin	ENTITY
diabetes	ENTITY
center	ENTITY
in	ENTITY
boston	ENTITY
.	O
as	O
far	O
as	O
type	O
diabetes	ENTITY
as	ENTITY
long	ENTITY
as	ENTITY
we	ENTITY
are	ENTITY
clear	ENTITY
on	ENTITY
the	ENTITY
definition	ENTITY
of	ENTITY
reversal	ENTITY
will	ENTITY
say	ENTITY
it	ENTITY
is	ENTITY
possible	ENTITY
.	O
remember	O
am	O
adamant	O
about	O
the	O
fact	O
that	O
there	O
is	O
no	O
cure	O
for	O
diabetes	ENTITY
but	ENTITY
do	ENTITY
feel	ENTITY
it	ENTITY
is	ENTITY
possible	ENTITY
for	ENTITY
person	ENTITY
with	ENTITY
type	ENTITY
to	ENTITY
be	ENTITY
able	ENTITY
to	ENTITY
go	ENTITY
off	ENTITY
their	ENTITY
diabetes	ENTITY
meds	ENTITY
for	ENTITY
time	ENTITY
and	ENTITY
control	ENTITY
their	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
that	O
would	O
be	O
reversal	O
.	O
we	O
cannot	O
go	O
back	O
and	O
reverse	O
the	O
damage	O
done	O
by	O
having	O
diabetes	ENTITY
but	ENTITY
it	ENTITY
is	ENTITY
possible	ENTITY
to	ENTITY
control	ENTITY
diabetes	ENTITY
without	ENTITY
medication	ENTITY
.	O
the	O
most	O
recent	O
reliable	O
research	O
could	O
find	O
on	O
this	O
subject	O
was	O
conducted	O
in	O
march	O
of	O
it	O
was	O
conducted	O
professor	O
roy	O
taylor	O
professor	O
of	O
medicine	O
and	O
metabolism	ENTITY
at	ENTITY
newcastle	ENTITY
university	ENTITY
in	ENTITY
new	ENTITY
castle	ENTITY
england	ENTITY
.	O
the	O
work	O
was	O
an	O
extension	O
of	O
study	O
that	O
was	O
in	O
question	O
because	O
of	O
the	O
brevity	O
of	O
the	O
study	O
.	O
that	O
study	O
had	O
theory	O
that	O
this	O
research	O
is	O
part	O
of	O
growing	O
body	O
of	O
evidence	O
showing	O
that	O
people	O
with	O
type	O
diabetes	ENTITY
who	ENTITY
successfully	ENTITY
lose	ENTITY
weight	ENTITY
can	ENTITY
reverse	ENTITY
their	ENTITY
condition	ENTITY
because	ENTITY
fat	ENTITY
is	ENTITY
removed	ENTITY
from	ENTITY
their	ENTITY
pancreas	ENTITY
returning	ENTITY
insulin	ENTITY
production	ENTITY
to	ENTITY
normal	ENTITY
in	ENTITY
the	ENTITY
study	ENTITY
volunteers	ENTITY
with	ENTITY
type	ENTITY
went	ENTITY
on	ENTITY
strict	ENTITY
diet	ENTITY
of	ENTITY
calories	ENTITY
per	ENTITY
day	ENTITY
for	ENTITY
months	ENTITY
.	O
now	O
let	O
me	O
warn	O
you	O
right	O
now	O
that	O
is	O
not	O
