contentDuration_API,id,title,views,date_published,tags,likes,accreditationTag,description,channel.name,channel.url,channel.subscribers
PT2M4S,Z4VdCpLDlU8,"T  BABIE MIC PERFORMANCE AT ""THE PLATFORM""",437,2022-02-24,,23,0.0,"ONE TRACK MIND STUDIOS PRESENTS: ""THE PLATFORM'. THIS WEEKS ARTIST MCKINNEY TX, NATIVE ""T. BABIE"" STOPPED BY AND APPLIED PRESSURE ON THE MIC. SHE STEPPED TO THE MIC WITH A CRAZY MIC PERFORMANCE. SONG TITLED ""SUPER GREMLIN REMIX"" TUNE IN TO CATCH THIS DOPE EPISODE OF ""THE PLATFORM"".",ONE TRACK MIND STUDIOS,https://www.youtube.com/UCeyg4wuszopi4BKB-BDOFsw,45 subscribers
PT2M25S,r0V9RMM6mHA,310lilbo - 3s [Official Music Video] Shot by 281shotit,1746,2021-05-04,,42,0.0,Instagram - @310lilboFor booking & features- @lilbo310@icloud.com / 678 -760 -7910,310 LilBo,https://www.youtube.com/UCTYbrtLVo3FauIpOo_JDzfw,127 subscribers
PT4M1S,z4BztMU6cVA,NSB TREYOCHO38 Feat. NSBDEY & BANGA23 - PLAYED IT,259,2021-11-25,,15,0.0,,Treyocho38,https://www.youtube.com/UChViawnUWFMBXh1DAJ7r9lQ,23 subscribers
PT4M3S,o3QNkVPxkoA,"T.F - Risk It All (feat. Trizz, Bale & Osbe Chill) [Official Music Video]",5438,2020-11-06,"T.F, TF, T.F Trizz Bale Osbe Chill, Trizz, Bale, Bale rapper, Trizz rapper, T.F rapper, TF rapper, Osbe Chill, Osbe Chill rapper, Rap, Hip Hop, HipHop, Hip-Hop, Hip-Hop/Rap, Old School Rap, Westcoast Rap, Westcoast Hip Hop, Old School Hip Hip, Risk It All, T.F Risk It All, TF Risk It All, Below System Records, Schoolboy Q, G Perico, Nipsey Hussle, TF SchoolBoy Q, T.F Schoolboy Q, T.F We Jus Be Off WERK, TF We Jus Be Off WERK, We Jus Be Off WERK, Underground Rap, Underground",261,0.0,"Music video for ""Risk It All"" by T.F feat. Trizz, Bale & Osbe Chill. Song taken from the EP ""We Jus Be OFF WERK"".Stream/Buy:  http://smarturl.it/WJBOWDirected by T.F & CastroShot by Castro of NewHighFilmzFollow T.F:- https://twitter.com/im__TF- https://facebook.com/westsidebunk- https://instagram.com/im.t.f 2020 Below System Recordshttps://belowsystem.com",Below System Records,https://www.youtube.com/UCWTtXKKY56Fqi26-vbd1TnQ,19.7K subscribers
PT3M50S,ikZ4C_IAi4g,"B""H. Rav Elimelech Biderman on Pirkei Avot 1:1, with a lesson that everyone should take to heart.",812,2020-04-24,"Rabbi Reuven, Rabbi Mizrachi, Rabbi Zitron, Rabbi Anava, Rabbi Meri Eliyahu, Rabbi Kin, Rabbi Shay Tahan, Torah, Kiruv, Emet, Torah emet, Torah Film, Rabbi Wallerstein, Shuir, Lecture, Torah and Science, Jewish, Jews, Hebrew",22,0.0,contact info:Rabbi reuven youtube channel: https://www.youtube.com/user/ReuvenCapital/videosdonate to rabbi reuven : https://www.paypal.me/BeEzratHaShem  youtube channel : https://www.youtube.com/channel/UCQ1TGCqtrZCr7wXBXSJuCBg/videos torah best filmsRabbi Mizrachi youtube: https://www.youtube.com/user/torahandsciencewebsite: https://www.divineinformation.com/Rabbi zitron youtube: https://www.youtube.com/channel/UCU8Oe9dg4dv6bcx-NcYzh1ARabbi anava youtube: https://www.youtube.com/user/alonanavaRabbi Chaim Coffman youtube: https://www.youtube.com/channel/UCEbb_jicraZKzcSNzO0YylgRabbi Shay Tahan,Kosher Torah,https://www.youtube.com/UCUOutVwtDVmuzJSld2Vne8g,431 subscribers
PT3M43S,XCyEXh87Y18,Nimez & LEVR - Part Of Me (feat. Drama B),15059,2017-12-02,"Superior Tracks, Superior, Tracks, Music, Trap, Trap Music, Future Bass, Future Bass Music, Electronic, Electronic Music, Nimez & LEVR - Part Of Me (feat. Drama B), Superior Tracks Nimez & LEVR - Part Of Me (feat. Drama B), Nimez, LEVR, Part Of Me, feat., Drama B, Trapcords",546,0.0," Nimez & LEVR - Part Of Me (feat. Drama B): FreeDownload/Stream: https://fanlink.to/trapcords-partofmeFollow Nimez:https://soundcloud.com/nimezhttps://www.facebook.com/Nimezmusic/https://www.instagram.com/nimezmusic/Follow LEVR:https://soundcloud.com/pullthelevrhttps://www.instagram.com/pullthelevr/https://www.youtube.com/channel/UCqysfMIiSem6jTAGL8Yo3kA?&ab_channel=LEVRFollow Drama B:https://soundcloud.com/dramabmusichttps://www.facebook.com/DramaBMusic/https://www.instagram.com/dramabmusic/Follow :https://soundcloud.com/trapcordshttps://twitter.com/trapcordshttps://soundcloud.com/trapcords  https://unsplash.com/photos/gj8zgkgHiKoFollow SuperiorTracks: SC: https://soundcloud.com/superiortracksofficialFB: https://facebook.com/SuperiorTracksTW: https://twitter.com/superior_tracksSpotify Playlist: http://bit.ly/Spotify-STSoundcloud Playlist: http://bit.ly/SuperiorTracksSCYouTube Playlist: http://bit.ly/PlayItAllST Copyright information, visit: https://www.superiortracks.net/copyrightIf you wanna use the music in this video, you have to contact the artists/labels of the music.(You can find the necessary social links in the video description)  https://www.superiortracks.net/copyrightFor issues or business enquiries. https://superiortracks.net/contact",Superior Tracks,https://www.youtube.com/UChtp2LyTC7GklMDzgsw3pfw,117K subscribers
PT1M49S,6HGS4OvzDZ4,Beltrami Co. Sheriff Candidate Bidal Duran Elaborates on Campaign Platform,267,2022-03-25,"Lakeland PBS, LPTV, PBS, Bemidji, Minnesota, MN",3,0.0,"Originally aired March 25, 2022 on Lakeland News- - - - - - - - -Watch more local & breaking news for north-central MN: https://lptv.org/lakeland-news/Like & subscribe to our YouTube channel: https://www.youtube.com/c/LakelandPBSofficialFollow us on social media:-Facebook: https://www.facebook.com/LakelandNews/-Twitter (news): https://twitter.com/LakelandNewsPBS-Twitter (sports): https://twitter.com/LPTVSportsSupport Lakeland News: https://lptv.org/support/Submit local news and media: https://lptv.org/submit-media/Sign up for PBS Passport: https://lptv.org/passport/",Lakeland PBS,https://www.youtube.com/UC2RbTnQ9sr6r1FgbFKf-fOA,22.9K subscribers
PT2M21S,V81V1-rpgBk,Bashefer - Mir Loiben Dir - Shimon Hershaft  - Neshumah Boys Choir of London - Album Preview,3414,2019-12-16,,62,0.0,"Download https://www.nigunmusic.com/bashefer-mir-loiben-dir.htmlhttps://mostlymusic.com/products/lazer-levy-basheferBezras Hashem Yisborach, we present to you this new music album entitled ""Bashefer Mir Loiben Dir"". This brand new project has 10 original songs, composed and sung by R Shimon Hershaft, together with the newly formed Neshumah Boys Choir of London. The songs on the album are Chasidish, pure and heart warming, each a gem, that will kindle the heart and soul of the dear listener. Much work has gone in to producing this album in order to present you with a treasure chest of authentic Jewish music with the ultimate goal of bringing us closer to the Bashefer.",shiezoli,https://www.youtube.com/UCzqpZ8XdZsLBGNYKbEZn-TA,233K subscribers
PT3M55S,G6LyE-hSKCE,Certified Diabetes Educator Exam Practice Questions,6645,2018-01-22,"certified diabetes educator exam, certified diabetes educator practice exam, certified diabetes educator exam practice questions, cde exam, cde test, diabetes educator exam, certified diabetes educator study materials, certified diabetes educator study guide, test preparation, study guide, cde, certified diabetes educator, mometrix, 2018, cde 2018, mometrix cde, diabetes, Certified Diabetes Educator Exam Practice Questions",46,0.0,"Certified Diabetes Educator Study Guide: https://www.mometrix.com/studyguides/certifieddiabeteseducatorsCertified Diabetes Educator Flashcards: https://www.flashcardsecrets.com/certifieddiabeteseducator ______________________________________________Use this Certified Diabetes Educator Practice Question video to get a head-start on your Certified Diabetes Educator Exam.  Our original research into the Certified Diabetes Educator (CDE) Certification Examination, offered by the National Certification Board for Diabetes Educators (NCBDE), reveals the specific content areas and the essential skills that are critical for you to know on the Certified Diabetes Educator Exam.Certified Diabetes Educator Exam Secrets Study Guide: CDE Test Review for the Certified Diabetes Educator Exam: https://www.amazon.com/Certified-Diabetes-Educator-Secrets-Study/dp/160971301X#mometrixtestprep #mometrixcde #cde #cdeexam #cdetest #cdereview #cdeprep #cdepractice #cdestudy #cdepracticetest",Mometrix Test Preparation,https://www.youtube.com/UC21bAFVlfgbEDy0QiNf-ygQ,198K subscribers
PT5M38S,BRl8Um_w0oE,Cesar Vargas — A DREAMer with a Law Degree on His Side | #BHeard,707,2015-10-23,"Brooklyn television, brooklyn news, brooklyn culture, downtown brooklyn, brooklyn public access, brooklyn public affairs, brooklyn civic affairs, brooklyn local news, Brooklyn, New York City, 647 Fulton Street, Bheard, BSide, StraightUp, BK Live, BRIC TV, immigration, Cesar Vargas, Dream Act, Dreamers, Bernie Sanders",13,0.0,"A common answer for most immigrant parent as to why they came to the United States is, To give our kids what we dont and couldnt have.  For most DREAMers, undocumented immigrant brought to the United States as little kids comes with a huge barriers. As foreign born students, who also are foreign to their birth land, achieving their goals can seem impossible One DREAMer, Cesar Vargas, won a small big victory, as he became the first undocumented person in the State of NY to be allowed to practice law. And put it on the side of the many dreams left behind.This video is from BRIC TV the first 24/7 television channel created by, for, and about Brooklyn. It is the borough's source for local news, Brooklyn culture, civic affairs, music, arts, sports, and technology. BRIC TV features programming produced and curated by BRIC, an arts and media nonprofit located in Downtown Brooklyn, NYC.Watch more Brooklyn-centric content from BRIC TV:BK Live: http://BRIC.me/u/youtube/bkliveStraight Up: http://BRIC.me/u/youtube/straightup#BHeard: http://BRIC.me/u/youtube/bheardB-Side: http://BRIC.me/u/youtube/bside Check out more from BRIC:  https://www.youtube.com/c/BRICartsmediaConnect with us:http://www.facebook.com/BKIndieMediahttp://Twitter.com/BRICTVhttp://Instagram.com/BRICTVhttp://BRICartsmedia.org/BRICTV",BRIC TV,https://www.youtube.com/UCqvDXN3mmnRjdxhPoqgU0lA,80.7K subscribers
PT3M3S,CCBEfQjf9NY,Lag Baomer Experience at Meron Come Full Circle,11503,2017-05-09,,56,0.0,"This is a story of a man who had a special connection to the Kever of Reb Shimon Bar Yochai on Lag Baomer, 30 years after visiting this holy site he learned of Tehillimkollel.org, at the time he had 5 children who were older singles and would do anything to find them a shidduch. So he jumped at the chance to send his 5 children to learn. Within months 3 of them were engaged!  Tefillah has such a huge power, but sometimes we don't see the results right away, we have to stay strong, Daven, and have Bitachon that Hashem will guide us in the right way.To learn more about the tehillim Kollel you can visit http://www.tehillimkollel.org/Fifteen thriving branches.Hundreds of completed Sefer Tehillims each week.Thousands of subscribers.All demonstrating the power of Tehillim.Years ago, R Mordechai Friedman, the Rosh Kollel of Tehillim Kollel, was just a young boy. One day, he was learning the sefer of the Shlah Hakadosh and he came along a story that changed his life. The Shlah tells of a town in which lived a very simple man who recited Tehillim every single day. His town folk didnt recognize his Tzidkus, as they didnt find the recitation of Tehillim to be a remarkable endeavor. When this simple man was niftar, he came to the Rav of the town in a dream with a dire warning, Rebbi, you must evacuate the town! Tomorrow night, there will be a massacre here. Robbers will come, loot homes, and kill everyone. Since I have been saying Tehillim every day, I have provided the town with protection, but now that I am gone, the townspeople are in severe danger! The Rav took this dream very seriously, gathered his community, and told them to pack up their belongings and run to a safe place. Many townspeople listened, but there were those who didnt, thinking such a simple man couldnt have protected their town and that the message couldnt be true. Sadly, those who stayed behind were killed that night.This young boy was astounded by the story and the clear power of Tehillim that it represented. He immediately took it upon himself to say Tehillim every single day, continuing on for 25 years with no interruptions. R Mordechai Friedman was a true Talmud Chacham, finishing Shas before his wedding, and over the years, others noticed his ameilus and began asking him to say Tehillim on their behalf as well. Realizing there was a great need, R Mordechai Friedman opened up the first location of Tehillim Kollel in Monroe, inviting Talmidei Chachimim to join him in completing the entire sefer of Tehilllim each and every day. As Tehillim Kollel became more known and in-demand, he opened another branch in Williamsburg, and then expanded to Eretz Yisroel and Europe. R Mordechas ultimate goal is for every Jewish city to have the same shmirah that was given to that city in the story of the Shlah- a daily recitation of Tehillim.It has been over a decade since its inception and the Tehillim Kollel has served as a lifeline to thousands of Jews worldwide, continuously spreading light to its many subscribers, who witness indescribable yeshuous each day. What started out as a voluntary service of just a few men has now expanded to fifteen established locations throughout the world. Over 100 Talmidei Chachaim worldwide recite the Tehillim each day, 365 days a year without exception, uninterruptedly completing the Sefer Tehillim with great fervor and intensity on behalf of over 2,000 subscribers. Following the recitation of Sefer Tehillim, these men personally mention each subscribers name and request, begging for mercy on their behalf. The atmosphere is always one of kedusha and awe, worthy to be the conduit for so many miracles.Today, Tehillim Kollel is an internationally recognized organization, with an ever expanding member base. This age-old segulah never ceases to inspire, with a steady influx of members sharing their stories of salvation, prominently publicizing the power of Tehillim.Tehillim Kollel operates with the greatest amount of professionalism and confidentiality. Operators are available twenty-four hours a day, accommodating all time zones and off-hour urgent requests. The Gates of Heaven are always open: Tehillim Kollel maintains an open door policy with outstanding compassion and sensitivity. Despite its rapid growth, Tehillim Kollel prides itself in maintaining a personal connection. Driven by a burning passion to help others in need, the founder of Tehillim Kollel continues to seek ways to make these vital services both affordable and accessible to all.",shiezoli,https://www.youtube.com/UCzqpZ8XdZsLBGNYKbEZn-TA,233K subscribers
PT5M58S,KZAlMTVB0Iw,L'Duvid Mizmor - Shira Choir ft. Shulem Lemmer | לדוד מזמור - שלום למר ומקהלת שירה,216999,2017-07-25,,1842,0.0,"At a recent benefit for RCCS (Rofeh Cholim Cancer Society), Shulem Lemmer performed alongside the Shira Choir to deliver a heartrending acapella rendition of L'Duvid Mizmor. This emotional cantorial piece is a mash-up of recordings by Moishe Oysher and Zanvel Kwartin. In this performance, Shulem and the Shira Choir succeed in capturing the emotional overtones and depth of this chapter. Shulem brilliantly juxtaposes the musical stylings of Moishe Oysher with the somber, deeply affecting tones of Zanvel Kwartin, creating a unique, unearthly sound -- yet another unforgettable performance.CreditsSung by Shulem Lemmer & The Shira ChoirLive sound and engineering by Moshe ZuckermanMixed by : V-Gold Beat ProductionVideo and editing: BenHesh studioshttps://shira24.com/ info@shirachoir.comFor bookings and more information visit http://ShulemLemmer.com",shiezoli,https://www.youtube.com/UCzqpZ8XdZsLBGNYKbEZn-TA,233K subscribers
PT2M56S,DWUfuxjyFvI,See the Miracles in your Day! - Reb Elimelech Biderman,2161,2021-01-17,,33,0.0,,Chizuk Inspiration,https://www.youtube.com/UCaofTKtuRFb7ivsi_22sBoQ,380 subscribers
PT1M50S,7okPuz_xBIs,Levya Of Lelover Rebbe Zt'l,7392,2009-09-28,,4,0.0,"Sadness In Charedi World Over Sudden Passing Of Lelover Rebbe Zt'l Yom Kippur Night Bnei Brak, Israel - Thousands were on hand in the streets of Bnei Brak tonight (Motzei Yom Kippur) to take part in the funeral for the Lelover Rebbe ztl, who passed away last night after Maariv at the age of 78. The levaya is scheduled to resume in Jerusalem, where he will be buried at Mount of Olives Cemetery alongside his forefathers. Shimon Nosson Neta Biderman was born on 6 Teves 5691 (1930) to the previous rebbe, HaRav Moshe Mordechai ztl. As a boy he studied at Talmud Torah Chayei Olom in Jerusalem and then at Yeshivas Sfas Emes. Throughout his lifetime he devoted all of his energy to Torah and avodoh, serving Hashem heart and soul. From 5733 (1973) to 5747 (1987) he studied in Crown Heights under meager conditions. During this period he formed a close bond with the Lubavitcher Rebbe ztl, who held him in high regard. In 5747 (1987) he took over the mantle of leadership after his father passed away. The Rebbe&acirc;s mitoh on the steps of the aron kodesh on Motzei Yom Kippur (Photo: Uzi Barak)On the night of Yom Kippur he was able to lead Kol Nidrei, though it had to be delayed for 40 minutes because he was feeling weak. Though he usually leads Maariv as well, this year he asked someone else to take over as chazzan. Immediately following the tefiloh he retired, not setting out negel vasser as he generally does. He recited Krias Shema and settled into bed. A few minutes later, when the gabbai came to connect his oxygen, he saw the Rebbes facial coloration had changed. A medic in the shul at the time arrived and found the Rebbe was suffering from acute shortness of breath and had lost consciousness. He performed pulmonary resuscitation and summoned an intensive care ambulance, but the Rebbe returned his pure soul to his Maker en route to Beilinson Hospital. Shortly before dawn his body (with a loaf of bread placed on it) was returned by a goy to his room alongside the beis medrash where he had davined for years. The bitter news of his passing traveled swiftly around Bnei Brak. A minyon said Tehillim alongside the holy body until Shacharis. Throughout Yom Kippur people arrived in droves to pay their respects, while kohanim had to stay out of the building. The Rebbe is survived by his sons, HaRav Eliyohu Azriel, HaRav Aharon and HaRav Yaakov Yitzchok, as well as his sons-in-law, including the Nadvorner Rebbe in Tzfas.",shiezoli,https://www.youtube.com/UCzqpZ8XdZsLBGNYKbEZn-TA,233K subscribers
PT2M48S,wUhuhjua3G0,Berry Weber preforming Bilokim at the COLlive Bash 1,4505,2009-09-14,"Beri, Berry, Weber, COLive, Crown, Heights, Chabad, Lubavitch, 770, Concert, Jewish, artists, Music, Freilach, Orchestra, Thecooljew",15,0.0,"Over 2000 men, women and children gathered on Kingston Avenue in Crown heights Sunday Sep 13 2009 To celebrate the first anniversary of COLlive.com with a rocking concert. The Concert featured performances from many different artist including Chaim Fogelman, Benny Friedman, Dovid Gabay, Yosef Chaim, Shloime Taussig, Beri Weber and Dovid Stein, Yoely Lebovits - the ""Pester Rebbe""and singer Yoni Zeigelbaum. accompanied by the Freilach Orchestra.",shiezoli,https://www.youtube.com/UCzqpZ8XdZsLBGNYKbEZn-TA,233K subscribers
PT4M59S,8yGN1keG_yo,Satmar Rebbe Saying Tefilas R' Elimelech on 21 Adar II 5782,614,2022-03-26,rebbeclips,3,0.0,Satmar Rebbe Saying Tefilas R' Elimelech on 21 Adar II 5782http://www.rebbeclips.com/,Rebbe Clips,https://www.youtube.com/UCayenVcNFTYvBS18NjTStLA,9.5K subscribers
PT1M23S,K2iSs8d91GM,Symptoms of type 2 diabetes,41550,2014-06-09,"Patient, Diabetes Mellitus (Disease Or Medical Condition), Type 2 Diabetes (Disease Or Medical Condition)",143,0.0,"To learn more visit: http://www.AnimatedDiabetesPatient.comExperts in diabetes discuss the common symptoms of type 2 diabetes. Common symptoms may include increased thirst, frequent urination and blurry eyesight caused by chemical imbalances in the blood due to high levels of blood sugar.",Animated Diabetes Patient,https://www.youtube.com/UCwO1iGHy7SRl3XDWwOMJR1g,14.8K subscribers
PT2M34S,VlM8xe3dG54,"Diabetes Mellitus Type 2 - Causes - Symptoms - Insulin Resistance, Hyperglycemia, Dyslipidemia",11642,2016-02-22,"Diabetes, Diabetes Mellitus Type 2, type 2 diabetes, diabetes mellitus, hyperglycemia, Insulin resistance, diabetes type 2, dyslipidemia in diabetes, diabetes mellitus type 2 causes, dyslipidedmia, dyslipidemia and diabetes, insulin resistance symptoms, diabetic dyslipidemia, hyperglycemia and insulin, hyperglycemia symptoms, diabetes dyslipidemia, type 2 diabetes insulin resistance, hyperglycemia diabetes, insulin resistance dyslipidemia, hyperglycaemia in diabetes type 2",76,0.0,"Like Peanut Butter? Check out Joey's Spreads: http://bit.ly/3a5nyxuThank you for watching! If you would like to request a video or topic to be made, leave a comment in the comment section below and I will try to cover it!Please subscribe to the channel if you can and like this video!   I would really appreciate it as it will help me reach my next goal of 100,000 subscribers!Good luck with your studies!Follow us on Twitter: http://twitter.com/5MinuteSchoolFollow us on Instagram: http://instagram.com/5minuteschoolStuff I recommend/Gear I use:Thinking, Fast and Slow: https://amzn.to/2I2G8fmRode NT-USB Microphone: https://amzn.to/3evRognElectriq 34"" Curved Monitor: https://amzn.to/365ZRmBGrey's Anatomy for Students: https://amzn.to/3mWNAYLJansport Student Backpack: https://amzn.to/3mXC671Starting University Guide: https://amzn.to/2TTaFPBIphone 12 Black 256GB: https://amzn.to/3erSA4j",5MinuteSchool,https://www.youtube.com/UCr00eaz_AgvnFn5hCx9e1hg,92.2K subscribers
PT1M25S,LhffntG2kV0,Symptoms of Type 2 Diabetes,266,2018-12-10,"type 2 diabetes, diabetes symptoms, lisa randall rd, josh neumiller pharmD, wsu college of pharmacy, spokane, ksps, health matters",2,0.0,What are the symptoms of Type 2 Diabetes?  Health Matters panelists Dr. Josh Neumiller and Dietitian Lisa Randall talk explain what the onset of diabetes can feel like.,KSPS Public TV,https://www.youtube.com/UCPEhHkVcGz4xVgO4V2Zp6nA,45.8K subscribers
PT1M12S,cf-EJMCTuw4,Type 2 Diabetes Symptoms (Conditions A-Z),381,2015-09-29,"type 2 diabetes symptoms, type 2 diabetes signs, causes of type 2 diabetes",1,0.0,What are the most common type 2 diabetes symptoms? Check out this video to learn more about the signs of type 2 diabetes.,Healthguru,https://www.youtube.com/UCJoeW_PqJa1qnEodq_zVNJw,222K subscribers
PT1M10S,XVw4bv3DcqU,Type 2 Diabetes and Prediabetes Fast Facts: Signs and Symptoms,12593,2018-01-10,,82,0.0,"Know the signs and symptomsUnusual thirstUnexplained fatigueBlurry visionFrequent urinationUnexpected weight lossSome people experience all of theseWhile others may have no symptoms at allSee a doctor if you notice any of these signs or symptomsAsk your doctor about blood glucose screening if you have any risk factors for prediabetesBe sure to view our next video, Fast Facts: Risk Factors",Capital Blue Cross,https://www.youtube.com/UC8ZcVe-4wkQAY3vCDZYMeYg,318 subscribers
PT3M4S,uVKeRI8BxV8,Early Signs & Symptoms of Diabetes (Type I & Type II),625,2021-06-21,"type 2 diabetes symptoms, untreated diabetes symptoms, diabetes symptoms type 1, how to prevent diabetes, what causes diabetes, complete list of diabetes symptoms, prediabetes symptoms, early symptoms of diabetes, diabetes mellitus, type 1 diabetes causes, type 2 diabetes causes, diabetes treatmet, pathogenesis of diabetes, diabetes risk factors",24,0.0,Diabetes is an extremely common endocrine disorder all around the world. It is characterized by increased levels of blood glucose than usual. There are 2 main types of diabetes.1. Type I diabetes2. Type II diabetesDiabetes is characterized by 4 classic symptoms :-1. Polyuria (increased urination)2. Polydipsia (increased thirst)3. Polyphagia (increased hunger)4. Weight loss.Other symptoms of diabetes include :----Tiredness---Blurred vision---Poor wound healing etc. #DiabetesSymptoms #MedToday,Med Today,https://www.youtube.com/UCEkpVCz0Ixe3G2zcGVHdOsQ,60.5K subscribers
PT3M7S,BP99t8DaXVU,Symptoms of type 2 diabetes,1635,2019-07-29,"NHS Scotland, Health, Illnesses and conditions, NHS inform, Diabetes, Type 2 diabetes, British sign Language, BSL",5,0.0,"BSL video explaining the signs and symptoms of type 2 diabetes.This video has been developed by NHS Scotland from type 2 diabetes information on NHS inform: https://www.nhsinform.scot/type-2-diabetesFor more health and care BSL videos, visit https://www.nhsinform.scot/bsl Commenting on our videos is not available. If you require further information or assistance, please email: NHS.inform@nhs24.scot.nhs.uk",NHS inform,https://www.youtube.com/UC_f1D-UUq9QnvsMsVRVxVSA,2.48K subscribers
PT4M20S,BzsiHxvGUI4,Type 2 Diabetes Symptoms and Consequences | How to Fight Type 2 Diabetes,8304,2021-03-14,"type 2 diabetes symptoms, type 2 diabetes symptoms and consequences, type 2 diabetes, diabetes, type 2 diabetes treatment, how to control type 2 diabetes, reversing type 2 diabetes, how to prevent type 2 diabetes, health, diabetes symptoms, blood sugar, glucose, sugar, prediabetes, treatment for diabetes, symptoms of diabetes, diabetes symptoms and treatment, preventing diabetes, type ii, mydiabetes, mydiabetes diet review, my diabetes app, bloodstream, diabetes in children, t2d",73,0.0,"In this video, we share with you what are the most common Type 2 Diabetes Symptoms and consequences that you probably did not know and we also provide actual information on how to fight type 2 diabetes.__________________________________________________ ATTENTION MyDiabetes becomes Klinio!New name, new opportunities, same drive to modernize diabetes management. Be sure to subscribe to the Klinio channel for more interesting content!__________________________________________________Let us help you manage your diabetes with the Klinio app: http://bit.ly/KlinioAppTake this 60 second quiz to measure your health status: http://bit.ly/KlinioAppType 2 Diabetes can be usually diagnosed in adults but nowadays is much more often found in children, teens, and young adults.422 million people worldwide have diabetes.Diabetes is a chronic health condition that affects how your body turns food into energy.Most of the food a person eats is broken down into sugar, also called glucose, and released into the bloodstream. When blood sugar increases, it tells your pancreas to release insulin. Insulin is what allows the body's cells to use sugar in the blood as energyWith diabetes, your body can either make enough insulin or is not able to use the insulin it makes effectively. Too much blood sugar can become stuck in the bloodstreamType 2 Diabetes Symptoms: Urinating a lot, often at night, being thirsty, losing weight without trying,being very hungry, having blurry vision, having numb or tingling hands or feet, feeling very tired, dry skin.Type 2 Diabetes consequences: Can lead to heart disease, high blood pressures and bad cholesterol, kidney diseases, nerve damage, gastrointestinal problem, sexual problems, among many others,Type 2 diabetes can be fought with lifestyle changes.We encourage you to begin taking back control. Your health is completely up to you.It may sound like a big challenge but you got this.Klinio is dedicated to helping people living with Type 2, Type 1 or pre-diabetes to live a more manageable life. It is difficult to balance work, life and family while trying to eat healthier, exercise, and lose weight. Klinio app was designed to reflect the needs of people fighting diabetes but can hardly find the time.Follow us on social media!Facebook: https://www.facebook.com/klinioappInstagram: https://www.instagram.com/klinioapp/",Klinio,https://www.youtube.com/UCt-g2x128af5ogBlw1zwEDg,2.6K subscribers
PT4M34S,AVJwcwbL054,Type 2 Diabetes Symptoms | Diabetes Warning Signs,379416,2012-12-18,"type 2 diabetes, diabetes symptoms, early diabetes symptoms, diabetes warning signs, type 2 diabetes diagnosis",985,0.0,"Type 2 Diabetes Symptoms Diabetes Warning Signs -- Type 2 Diabetes Symptoms Worth Knowing.  For Access to 1000's of FREE Recipes, Articles and Healthy Living Tips visit our website at:  http://Early-Diabetes-Symptoms.comThis video outlines some of the most common warning signs of type 2 diabetes symptoms. It is common to have one or more of the following diabetes signs or symptoms.  It is also common for you to not experience any early diabetes symptoms at all. A large percentage of people never experience any symptoms of type 2 diabetes and are shocked when they are diagnosed with type 2 diabetes during a routine annual physical blood test.PLEASE SHARE THIS VIDEO:  http://www.youtube.com/watch?v=AVJwcwbL054",Early Diabetes Symptoms,https://www.youtube.com/UCVU2Y0bhK_sfANgbauMpXsw,1.19K subscribers
PT2M2S,KrtbQ4IDozU,Complications of type 2 diabetes if not diagnosed early,2210,2014-06-09,"Patient, Type 2 Diabetes (Disease Or Medical Condition), Complications Of Diabetes Mellitus (Disease Or Medical Condition), Diabetes Mellitus (Disease Or Medical Condition)",31,0.0,To learn more visit: http://www.AnimatedDiabetesPatient.comA patient discusses the complications of diabetes if it is not properly  monitored and controlled.,Animated Diabetes Patient,https://www.youtube.com/UCwO1iGHy7SRl3XDWwOMJR1g,14.8K subscribers
