date,Diabetes,diabetes complication,diabetes cure,diabetes depression,diabetes causes,isPartial,date,diabetes diagnosis,diabetes exercise,diabetes high risk,diabetes information,diabetes causes,isPartial,date,diabetes medication,Diabetes Mellitus,diabetes self care,diabetes self management,diabetes causes,isPartial,date,diabetes supplies,diabetes surgery,diabetes symptoms,diabetes testing,diabetes causes,isPartial,date,diabetes treatment,diabetes type 1 symptoms,diabetes type 2 symptoms,diets for diabetes,diabetes causes,isPartial,date,Gestational diabetes,gestational DM,increased risk of diabetes,insulin dependent diabetes mellitus,diabetes causes,isPartial,date,Type 1 diabetes,type 1 DM,Type 2 diabetes,Type 2 DM,diabetes causes,isPartial,date,type I diabetes,type I DM,Type II diabetes,Type II DM,diabetes causes,isPartial,date,diabetes lose weight ,borderline diabetes,diabetes kit,onset diabetes,diabetes causes,isPartial,date,diabetes magazines,herbal treatment for diabetes,diabetes supplements,diabetes type,diabetes causes,isPartial,date,diabetes and depression,diabetes impotence,about diabetes,diabetes recipes,diabetes causes,isPartial,date,diabetes lifestyle,diabetes medication side effects,blood glucose,blood pressure,diabetes causes,isPartial,date,continuous glucose monitoring systems,c-peptide test,fasting glucose,fasting plasma glucose,diabetes causes,isPartial,date,fingerstick glucose test,FPG,glucometers,glucose meter,diabetes causes,isPartial,date,glucose monitor,glucose test strip,glucose tolerance test,HbA1c,diabetes causes,isPartial,date,HemoglobinA1c,high glucose,iv glucose tolerance test,lifescan,diabetes causes,isPartial,date,normal blood glucose levels,normal glucose tolerance,oral glucose challenge,Oral glucose tolerance test,diabetes causes,isPartial,date,plasma concentration,plasma glucose,post glucose tolerance test,post prandial glucose,diabetes causes,isPartial,date,Post-prandial glucose,PPG,urine glucose,Acarbose,diabetes causes,isPartial,date,ACTOS,alogliptin,alpha-glucosidase inhibitors,Apidra,diabetes causes,isPartial,date,artificial pancreas,Aspart,Avandia,bariatric surgery,diabetes causes,isPartial,date,Biguanides,bolus insulin,Canagliflozin,carbohydrate counting,diabetes causes,isPartial,date,colesevelam,Cycloset,Detemir,diabetes clinical trails,diabetes causes,isPartial,date,Diabetes medicine,DPP-4 Inhibitors,FlexPen,Glargine,diabetes causes,isPartial,date,Glucophage,Glulisine,Glumetza,glyset,diabetes causes,isPartial,date,Humalog,Humulin,Humulin N,inhaled insulin,diabetes causes,isPartial,date,injection site rotation,insulin infusion pump,insulin injection,insulin needles,diabetes causes,isPartial,date,insulin pen injector,insulin pump,insulin syringe,insulin therapy,diabetes causes,isPartial,date,intermediate acting insulin,Invokana,islet cell transplantation,Januvia,diabetes causes,isPartial,date,Lantus,Levemir,linagliptin,Lispro,diabetes causes,isPartial,date,long acting insulin,meglitinides,metformin,miglitol,diabetes causes,isPartial,date,Nateglinide,Nesina,Novolin,Novolin N,diabetes causes,isPartial,date,Novolog,NPH insulin,Onglyza,oral hypoglycemic agents,diabetes causes,isPartial,date,pancreatic transplantation,parenteral glucagon emergency,pioglitazone,Pramlintide,diabetes causes,isPartial,date,prandin,precose,rapid acting insulin,Regular insulin,diabetes causes,isPartial,date,Repaglinide,Rosiglitazone,Ryzodeg,saxagliptin,diabetes causes,isPartial,date,SGLT2 inhibitors,short acting insulin,Sitagliptin,starlix,diabetes causes,isPartial,date,SymlinPen,thiazolidinediones,Toujeo,Tradjenta,diabetes causes,isPartial,date,Tresiba,Welchol,artificial sweetener,diabetes diet,diabetes causes,isPartial,date,diabetes prevention,diabetes prevention program,diabetes target range,diabetic diet,diabetes causes,isPartial,date,glycemic index,physical activity,adult blindness,Autonomic Neuropathy,diabetes causes,isPartial,date,cellulitis,diabetes and anorexia,diabetes and female sexual dysfunction,diabetes and nausea,diabetes causes,isPartial,date,diabetes and reduced sexual desire women,diabetes and vomiting,diabetes infections,diabetes myocardial infarct,diabetes causes,isPartial,date,diabetes staph infection,diabetes urinary tract infections,diabetes UTI,diabetic coma,diabetes causes,isPartial,date,diabetic dermopathy,diabetic foot,diabetic heart disease,diabetic keto acidosis,diabetes causes,isPartial,date,diabetic mononeuropathy,diabetic nephropathy,diabetic neuropathy,diabetic peripheral vascular disease,diabetes causes,isPartial,date,diabetic polyneuropathy,diabetic retinopathy,diabetic skin spots,End stage renal disease,diabetes causes,isPartial,date,ESRD,foot ulcers,gangrene,gastroparesis,diabetes causes,isPartial,date,hypoglycemia,insulin reaction,insulin shock,neuropathy,diabetes causes,isPartial,date,nocturnal diarrhea,peripheral neuropathy,acromegaly,Cushing’s disease,diabetes causes,isPartial,date,Cystic fibrosis–related DM,diabetes quality of life,diabetes study,fulminant diabetes,diabetes causes,isPartial,date,latent autoimmune diabetes of adulthood ,Maturity-onset diabetes of the young,maturity-onset diabetes of the young ,metabolic syndrome,diabetes causes,isPartial,date,monogenic diabetes,non-insulin dependent diabetes mellitus,prediabetes,prediabetes self management,diabetes causes,isPartial,date,Acanthosis nigricans,body mass index,body weight,diabetes risk factor,diabetes causes,isPartial,date,diabetes risk factors,glycosuria,hirsutism,hyperandrogenism,diabetes causes,isPartial,date,increased urination,increased water intake,intermediate hyperglycemia,PCOS,diabetes causes,isPartial,date,polycystic ovarian syndrome,polydipsia,polyuria,weight loss,diabetes causes,isPartial
2017-08-06,83,0,1,0,1,False,2017-08-06,18,11,4,5,68,False,2017-08-06,27,65,1,1,49,False,2017-08-06,2,3,85,3,17,False,2017-08-06,47,21,40,2,68,False,2017-08-06,72,0,0,1,27,False,2017-08-06,46,1,62,1,12,False,2017-08-06,23,0,7,1,68,False,2017-08-06,7,2,6,11,68,False,2017-08-06,0,0,1,65,7,False,2017-08-06,4,1,18,15,68,False,2017-08-06,0,0,3,61,1,False,2017-08-06,0,2,64,1,66,False,2017-08-06,0,11,1,42,68,False,2017-08-06,23,3,32,36,68,False,2017-08-06,0,45,0,6,38,False,2017-08-06,12,2,0,2,68,False,2017-08-06,3,4,0,1,68,False,2017-08-06,0,58,4,2,12,False,2017-08-06,37,4,0,9,68,False,2017-08-06,1,5,1,61,24,False,2017-08-06,1,5,4,2,68,False,2017-08-06,3,0,7,0,68,False,2017-08-06,27,1,10,27,68,False,2017-08-06,23,2,2,0,68,False,2017-08-06,64,29,9,1,56,False,2017-08-06,0,0,19,10,68,False,2017-08-06,0,38,11,3,38,False,2017-08-06,0,57,0,75,50,False,2017-08-06,83,36,4,18,46,False,2017-08-06,1,0,44,0,5,False,2017-08-06,4,5,26,9,68,False,2017-08-06,63,22,15,1,68,False,2017-08-06,0,0,42,2,68,False,2017-08-06,4,2,2,14,68,False,2017-08-06,6,3,0,6,68,False,2017-08-06,12,5,13,3,68,False,2017-08-06,0,3,34,38,68,False,2017-08-06,28,13,13,80,44,False,2017-08-06,9,5,0,88,49,False,2017-08-06,35,22,0,3,19,False,2017-08-06,90,0,0,0,11,False,2017-08-06,0,2,2,0,68,False,2017-08-06,0,0,7,15,68,False,2017-08-06,3,58,1,0,68,False,2017-08-06,0,4,66,0,68,False,2017-08-06,3,30,0,17,68,False,2017-08-06,26,3,34,100,29,False,2017-08-06,27,0,1,72,8,False,2017-08-06,0,71,14,0,42,False,2017-08-06,0,0,7,0,68,False,2017-08-06,0,0,0,48,60,False,2017-08-06,1,0,42,0,36,False,2017-08-06,4,11,74,1,11,False,2017-08-06,5,3,25,5,68,False,2017-08-06,1,0,0,54,7,False,2017-08-06,1,0,0,66,1,False
2017-08-13,81,0,1,0,1,False,2017-08-13,23,13,5,4,64,False,2017-08-13,16,47,1,1,46,False,2017-08-13,2,3,81,4,16,False,2017-08-13,52,18,41,3,64,False,2017-08-13,77,0,1,1,26,False,2017-08-13,42,0,61,1,12,False,2017-08-13,16,0,12,1,64,False,2017-08-13,7,6,7,12,64,False,2017-08-13,0,0,1,62,7,False,2017-08-13,4,1,22,19,64,False,2017-08-13,0,0,3,59,1,False,2017-08-13,0,2,61,1,62,False,2017-08-13,0,15,2,56,64,False,2017-08-13,30,1,33,37,64,False,2017-08-13,0,43,0,6,36,False,2017-08-13,16,2,0,2,64,False,2017-08-13,6,5,0,0,64,False,2017-08-13,0,58,4,1,12,False,2017-08-13,45,5,0,10,64,False,2017-08-13,1,6,1,61,23,False,2017-08-13,2,5,8,2,64,False,2017-08-13,1,0,7,0,64,False,2017-08-13,24,2,11,23,64,False,2017-08-13,21,1,2,2,64,False,2017-08-13,64,27,9,1,53,False,2017-08-13,0,3,10,11,64,False,2017-08-13,0,36,7,3,35,False,2017-08-13,0,58,0,65,48,False,2017-08-13,82,37,8,14,44,False,2017-08-13,1,0,40,0,5,False,2017-08-13,6,1,29,9,64,False,2017-08-13,74,17,14,0,64,False,2017-08-13,0,0,34,1,64,False,2017-08-13,7,1,1,15,64,False,2017-08-13,4,3,0,7,64,False,2017-08-13,1,5,15,2,64,False,2017-08-13,0,3,44,40,64,False,2017-08-13,28,13,12,83,41,False,2017-08-13,9,4,1,83,46,False,2017-08-13,28,23,0,4,17,False,2017-08-13,81,0,0,0,10,False,2017-08-13,0,1,6,0,64,False,2017-08-13,0,1,7,14,64,False,2017-08-13,2,58,1,0,64,False,2017-08-13,0,7,51,1,64,False,2017-08-13,1,34,1,18,64,False,2017-08-13,21,4,42,86,27,False,2017-08-13,25,1,0,67,8,False,2017-08-13,0,67,14,0,39,False,2017-08-13,0,1,9,0,64,False,2017-08-13,0,0,0,38,56,False,2017-08-13,1,0,39,0,34,False,2017-08-13,5,12,69,0,10,False,2017-08-13,8,2,30,5,64,False,2017-08-13,1,0,0,51,6,False,2017-08-13,1,0,0,62,1,False
2017-08-20,74,0,1,0,1,False,2017-08-20,21,15,3,7,66,False,2017-08-20,16,59,0,2,47,False,2017-08-20,2,3,81,3,16,False,2017-08-20,35,23,38,3,66,False,2017-08-20,73,0,0,1,26,False,2017-08-20,41,1,59,1,12,False,2017-08-20,21,0,10,1,66,False,2017-08-20,8,5,8,15,66,False,2017-08-20,0,0,0,62,7,False,2017-08-20,4,2,17,15,66,False,2017-08-20,0,0,3,56,1,False,2017-08-20,0,1,59,1,64,False,2017-08-20,0,10,2,35,66,False,2017-08-20,24,3,33,24,66,False,2017-08-20,0,44,0,6,37,False,2017-08-20,11,0,0,3,66,False,2017-08-20,4,5,0,1,66,False,2017-08-20,0,69,5,1,12,False,2017-08-20,33,5,0,8,66,False,2017-08-20,1,6,1,52,23,False,2017-08-20,0,3,4,1,66,False,2017-08-20,3,0,9,0,66,False,2017-08-20,25,2,11,20,66,False,2017-08-20,19,1,3,0,66,False,2017-08-20,56,27,8,0,54,False,2017-08-20,0,1,15,12,66,False,2017-08-20,0,40,7,4,36,False,2017-08-20,0,56,0,67,49,False,2017-08-20,74,35,6,15,45,False,2017-08-20,1,0,40,0,5,False,2017-08-20,6,5,21,9,66,False,2017-08-20,70,25,19,1,66,False,2017-08-20,0,0,39,1,66,False,2017-08-20,5,1,1,16,66,False,2017-08-20,6,1,0,3,66,False,2017-08-20,5,4,15,2,66,False,2017-08-20,0,1,33,35,66,False,2017-08-20,31,12,8,89,43,False,2017-08-20,9,4,0,70,47,False,2017-08-20,26,24,0,3,18,False,2017-08-20,79,0,0,1,10,False,2017-08-20,0,3,3,0,66,False,2017-08-20,1,0,9,16,66,False,2017-08-20,1,44,1,0,66,False,2017-08-20,0,6,60,1,66,False,2017-08-20,1,27,0,14,66,False,2017-08-20,20,3,40,69,28,False,2017-08-20,27,0,1,60,8,False,2017-08-20,0,66,16,0,40,False,2017-08-20,0,0,8,0,66,False,2017-08-20,0,0,0,37,58,False,2017-08-20,1,0,34,0,35,False,2017-08-20,4,10,68,0,11,False,2017-08-20,6,4,27,4,66,False,2017-08-20,1,0,0,48,6,False,2017-08-20,0,0,0,58,1,False
2017-08-27,77,0,1,0,1,False,2017-08-27,21,12,4,7,60,False,2017-08-27,20,66,1,1,43,False,2017-08-27,3,3,75,4,15,False,2017-08-27,40,23,33,0,60,False,2017-08-27,74,0,1,1,24,False,2017-08-27,37,0,61,1,11,False,2017-08-27,23,0,6,0,60,False,2017-08-27,7,5,7,9,60,False,2017-08-27,0,0,1,57,6,False,2017-08-27,2,0,26,15,60,False,2017-08-27,0,0,3,56,1,False,2017-08-27,0,1,59,2,58,False,2017-08-27,0,13,4,53,60,False,2017-08-27,26,1,30,24,60,False,2017-08-27,0,52,0,5,34,False,2017-08-27,13,2,0,2,60,False,2017-08-27,13,13,0,1,60,False,2017-08-27,0,56,5,2,11,False,2017-08-27,40,3,0,6,60,False,2017-08-27,0,5,1,48,21,False,2017-08-27,2,3,5,1,60,False,2017-08-27,3,1,9,0,60,False,2017-08-27,21,3,7,21,60,False,2017-08-27,14,0,2,0,60,False,2017-08-27,55,27,9,1,49,False,2017-08-27,0,1,19,15,60,False,2017-08-27,0,35,8,3,33,False,2017-08-27,0,45,0,65,44,False,2017-08-27,73,30,9,15,41,False,2017-08-27,1,0,39,0,4,False,2017-08-27,5,3,27,9,60,False,2017-08-27,71,22,9,0,60,False,2017-08-27,0,0,33,2,60,False,2017-08-27,6,1,3,22,60,False,2017-08-27,3,2,0,10,60,False,2017-08-27,3,4,17,3,60,False,2017-08-27,0,2,34,35,60,False,2017-08-27,33,12,10,78,39,False,2017-08-27,12,5,0,68,43,False,2017-08-27,26,37,0,4,16,False,2017-08-27,76,0,0,1,10,False,2017-08-27,0,1,4,0,60,False,2017-08-27,0,0,4,9,60,False,2017-08-27,1,59,1,0,60,False,2017-08-27,0,4,58,1,60,False,2017-08-27,1,29,0,19,60,False,2017-08-27,17,3,41,73,25,False,2017-08-27,28,0,1,63,7,False,2017-08-27,0,67,15,0,37,False,2017-08-27,0,0,11,0,60,False,2017-08-27,0,0,0,43,53,False,2017-08-27,0,0,38,0,32,False,2017-08-27,4,11,64,0,10,False,2017-08-27,5,8,35,1,60,False,2017-08-27,1,0,0,51,6,False,2017-08-27,0,0,0,55,1,False
2017-09-03,71,0,1,0,1,False,2017-09-03,20,13,6,6,65,False,2017-09-03,20,50,0,2,47,False,2017-09-03,3,3,76,4,16,False,2017-09-03,41,19,34,3,65,False,2017-09-03,63,0,0,1,26,False,2017-09-03,38,0,60,1,12,False,2017-09-03,24,0,5,0,65,False,2017-09-03,8,3,8,12,65,False,2017-09-03,0,0,1,58,7,False,2017-09-03,6,1,22,17,65,False,2017-09-03,0,0,3,53,1,False,2017-09-03,0,0,51,2,63,False,2017-09-03,0,15,3,47,65,False,2017-09-03,27,3,28,32,65,False,2017-09-03,0,43,0,3,37,False,2017-09-03,16,2,0,3,65,False,2017-09-03,18,14,0,1,65,False,2017-09-03,0,52,4,2,12,False,2017-09-03,36,7,0,7,65,False,2017-09-03,1,5,1,52,23,False,2017-09-03,4,2,6,1,65,False,2017-09-03,2,0,7,0,65,False,2017-09-03,22,2,7,21,65,False,2017-09-03,15,1,3,1,65,False,2017-09-03,49,24,6,1,54,False,2017-09-03,0,2,15,13,65,False,2017-09-03,0,32,7,3,36,False,2017-09-03,1,40,0,61,48,False,2017-09-03,70,31,4,13,44,False,2017-09-03,1,0,39,0,5,False,2017-09-03,5,4,35,13,65,False,2017-09-03,68,18,6,2,65,False,2017-09-03,0,0,33,3,65,False,2017-09-03,2,2,2,19,65,False,2017-09-03,4,1,0,6,65,False,2017-09-03,5,7,11,5,65,False,2017-09-03,0,3,22,28,65,False,2017-09-03,23,10,7,75,42,False,2017-09-03,10,3,0,68,47,False,2017-09-03,28,41,0,4,18,False,2017-09-03,72,0,0,1,10,False,2017-09-03,0,1,5,0,65,False,2017-09-03,0,0,9,13,65,False,2017-09-03,0,51,1,0,65,False,2017-09-03,0,6,51,0,65,False,2017-09-03,0,29,0,15,65,False,2017-09-03,21,4,40,67,28,False,2017-09-03,28,1,0,59,8,False,2017-09-03,1,63,18,1,40,False,2017-09-03,0,1,10,0,65,False,2017-09-03,0,0,0,44,57,False,2017-09-03,0,0,37,0,35,False,2017-09-03,4,11,65,0,11,False,2017-09-03,5,5,27,2,65,False,2017-09-03,1,0,0,47,6,False,2017-09-03,0,0,0,56,1,False
2017-09-10,80,0,1,0,2,False,2017-09-10,23,18,5,9,73,False,2017-09-10,24,73,0,2,52,False,2017-09-10,3,3,66,3,18,False,2017-09-10,59,21,31,3,73,False,2017-09-10,75,0,1,1,29,False,2017-09-10,45,1,63,1,13,False,2017-09-10,21,0,11,0,73,False,2017-09-10,9,6,5,13,73,False,2017-09-10,0,0,0,65,8,False,2017-09-10,5,1,24,14,73,False,2017-09-10,0,0,3,56,1,False,2017-09-10,0,2,52,2,70,False,2017-09-10,0,13,3,50,73,False,2017-09-10,32,0,23,28,73,False,2017-09-10,0,48,0,4,41,False,2017-09-10,20,2,0,1,73,False,2017-09-10,20,12,0,1,73,False,2017-09-10,0,61,4,2,13,False,2017-09-10,44,5,0,7,73,False,2017-09-10,1,7,2,55,26,False,2017-09-10,0,3,6,2,73,False,2017-09-10,2,0,8,0,73,False,2017-09-10,25,1,9,28,73,False,2017-09-10,20,3,2,0,73,False,2017-09-10,53,23,7,1,60,False,2017-09-10,0,2,20,12,73,False,2017-09-10,0,34,8,5,40,False,2017-09-10,1,53,0,64,54,False,2017-09-10,76,37,5,15,50,False,2017-09-10,1,0,39,0,5,False,2017-09-10,6,4,23,7,73,False,2017-09-10,76,22,16,0,73,False,2017-09-10,0,0,37,2,73,False,2017-09-10,2,2,4,21,73,False,2017-09-10,8,1,0,5,73,False,2017-09-10,6,5,14,4,73,False,2017-09-10,0,3,28,32,73,False,2017-09-10,25,10,14,79,47,False,2017-09-10,11,4,0,71,52,False,2017-09-10,28,44,0,2,20,False,2017-09-10,77,0,0,0,12,False,2017-09-10,0,2,5,0,73,False,2017-09-10,1,0,6,14,73,False,2017-09-10,1,59,1,1,73,False,2017-09-10,1,6,52,1,73,False,2017-09-10,2,27,1,22,73,False,2017-09-10,23,5,36,63,31,False,2017-09-10,28,0,1,58,9,False,2017-09-10,0,57,29,1,44,False,2017-09-10,0,1,15,0,73,False,2017-09-10,0,0,0,64,64,False,2017-09-10,0,0,41,0,39,False,2017-09-10,4,12,67,0,12,False,2017-09-10,11,8,32,4,73,False,2017-09-10,1,0,0,48,7,False,2017-09-10,0,0,0,56,1,False
2017-09-17,84,0,1,0,2,False,2017-09-17,23,14,8,10,83,False,2017-09-17,20,72,1,2,60,False,2017-09-17,3,3,83,4,21,False,2017-09-17,55,36,50,3,83,False,2017-09-17,85,0,1,1,33,False,2017-09-17,47,1,72,1,15,False,2017-09-17,25,0,11,0,83,False,2017-09-17,6,2,5,12,83,False,2017-09-17,0,0,1,70,9,False,2017-09-17,3,1,33,14,83,False,2017-09-17,0,0,4,61,1,False,2017-09-17,0,0,73,1,80,False,2017-09-17,0,12,4,46,83,False,2017-09-17,30,3,24,37,83,False,2017-09-17,1,58,0,3,47,False,2017-09-17,22,2,0,1,83,False,2017-09-17,27,16,0,0,83,False,2017-09-17,0,74,4,2,15,False,2017-09-17,45,7,0,7,83,False,2017-09-17,2,8,2,57,29,False,2017-09-17,3,3,4,3,83,False,2017-09-17,3,0,7,0,83,False,2017-09-17,24,1,13,24,83,False,2017-09-17,20,2,3,1,83,False,2017-09-17,57,24,4,1,69,False,2017-09-17,0,0,18,12,83,False,2017-09-17,0,34,8,2,46,False,2017-09-17,0,45,0,86,62,False,2017-09-17,77,36,5,15,57,False,2017-09-17,1,0,41,0,6,False,2017-09-17,3,3,31,7,83,False,2017-09-17,80,26,16,0,83,False,2017-09-17,0,0,38,2,83,False,2017-09-17,3,2,6,22,83,False,2017-09-17,6,2,0,3,83,False,2017-09-17,4,4,19,2,83,False,2017-09-17,1,1,44,34,83,False,2017-09-17,28,16,8,80,54,False,2017-09-17,14,5,0,73,60,False,2017-09-17,29,47,0,4,23,False,2017-09-17,79,0,0,1,13,False,2017-09-17,0,1,7,0,83,False,2017-09-17,0,0,8,18,83,False,2017-09-17,2,63,2,1,83,False,2017-09-17,0,7,61,1,83,False,2017-09-17,1,32,0,23,83,False,2017-09-17,19,4,41,60,35,False,2017-09-17,29,1,1,71,10,False,2017-09-17,0,70,22,0,51,False,2017-09-17,0,0,17,0,83,False,2017-09-17,0,0,0,61,73,False,2017-09-17,0,0,34,0,44,False,2017-09-17,5,15,73,1,14,False,2017-09-17,17,8,38,1,83,False,2017-09-17,1,0,0,47,8,False,2017-09-17,0,0,0,60,1,False
2017-09-24,86,0,1,0,2,False,2017-09-24,27,21,5,7,74,False,2017-09-24,28,75,0,1,53,False,2017-09-24,2,2,84,3,18,False,2017-09-24,59,30,41,2,74,False,2017-09-24,76,0,1,1,29,False,2017-09-24,51,1,72,1,13,False,2017-09-24,22,0,8,0,74,False,2017-09-24,8,3,4,12,74,False,2017-09-24,0,0,1,71,8,False,2017-09-24,6,0,41,15,74,False,2017-09-24,0,0,4,59,1,False,2017-09-24,0,2,63,0,71,False,2017-09-24,0,15,5,55,74,False,2017-09-24,32,3,28,35,74,False,2017-09-24,0,63,0,5,41,False,2017-09-24,19,3,0,2,74,False,2017-09-24,27,14,0,0,74,False,2017-09-24,0,72,6,1,13,False,2017-09-24,38,4,0,8,74,False,2017-09-24,1,8,1,59,26,False,2017-09-24,4,3,6,0,74,False,2017-09-24,2,1,9,0,74,False,2017-09-24,32,1,15,22,74,False,2017-09-24,17,1,3,0,74,False,2017-09-24,61,28,6,0,61,False,2017-09-24,0,0,28,10,74,False,2017-09-24,1,33,9,4,41,False,2017-09-24,1,51,0,73,55,False,2017-09-24,81,36,5,18,50,False,2017-09-24,1,0,40,0,5,False,2017-09-24,5,3,22,5,74,False,2017-09-24,65,20,17,1,74,False,2017-09-24,0,0,44,3,74,False,2017-09-24,5,3,6,21,74,False,2017-09-24,7,2,0,3,74,False,2017-09-24,6,7,17,2,74,False,2017-09-24,0,4,46,34,74,False,2017-09-24,24,13,12,82,48,False,2017-09-24,14,5,1,74,53,False,2017-09-24,31,46,0,3,20,False,2017-09-24,82,0,0,1,12,False,2017-09-24,0,1,5,0,74,False,2017-09-24,0,0,5,12,74,False,2017-09-24,2,56,3,1,74,False,2017-09-24,0,8,63,1,74,False,2017-09-24,1,31,0,21,74,False,2017-09-24,26,5,42,58,31,False,2017-09-24,30,1,0,69,9,False,2017-09-24,1,68,23,1,45,False,2017-09-24,0,1,13,0,74,False,2017-09-24,0,0,0,41,65,False,2017-09-24,0,0,43,0,39,False,2017-09-24,4,12,76,1,12,False,2017-09-24,17,8,35,1,74,False,2017-09-24,1,0,0,74,7,False,2017-09-24,0,0,0,62,1,False
2017-10-01,84,0,1,0,2,False,2017-10-01,29,18,7,9,81,False,2017-10-01,26,72,1,2,58,False,2017-10-01,4,4,81,6,20,False,2017-10-01,59,32,45,1,81,False,2017-10-01,83,0,1,1,32,False,2017-10-01,52,1,76,1,15,False,2017-10-01,24,0,15,0,81,False,2017-10-01,6,6,7,17,81,False,2017-10-01,0,0,1,74,9,False,2017-10-01,5,2,38,17,81,False,2017-10-01,0,0,4,59,1,False,2017-10-01,0,2,66,1,78,False,2017-10-01,0,15,2,47,81,False,2017-10-01,29,2,33,32,81,False,2017-10-01,0,57,0,5,45,False,2017-10-01,22,2,0,2,81,False,2017-10-01,20,10,0,0,81,False,2017-10-01,0,60,4,1,14,False,2017-10-01,29,6,1,6,81,False,2017-10-01,2,6,1,55,28,False,2017-10-01,3,3,7,0,81,False,2017-10-01,2,1,6,0,81,False,2017-10-01,24,2,11,22,81,False,2017-10-01,18,1,5,0,81,False,2017-10-01,55,33,11,2,66,False,2017-10-01,0,2,18,12,81,False,2017-10-01,0,45,9,4,44,False,2017-10-01,1,52,0,68,60,False,2017-10-01,70,32,5,17,55,False,2017-10-01,1,0,39,0,6,False,2017-10-01,5,1,31,11,81,False,2017-10-01,72,28,14,1,81,False,2017-10-01,0,0,31,1,81,False,2017-10-01,4,2,4,21,81,False,2017-10-01,5,4,0,7,81,False,2017-10-01,7,5,16,2,81,False,2017-10-01,0,3,36,32,81,False,2017-10-01,25,14,10,78,52,False,2017-10-01,11,1,1,78,58,False,2017-10-01,28,48,0,3,22,False,2017-10-01,73,0,0,1,13,False,2017-10-01,0,4,7,0,81,False,2017-10-01,0,0,4,9,81,False,2017-10-01,2,45,2,0,81,False,2017-10-01,0,9,60,0,81,False,2017-10-01,1,31,0,18,81,False,2017-10-01,21,3,41,55,34,False,2017-10-01,32,0,0,61,10,False,2017-10-01,0,66,29,1,49,False,2017-10-01,0,0,12,0,81,False,2017-10-01,0,0,0,53,71,False,2017-10-01,0,0,45,0,43,False,2017-10-01,4,12,70,0,13,False,2017-10-01,17,6,42,2,81,False,2017-10-01,1,0,0,52,8,False,2017-10-01,0,0,0,57,1,False
2017-10-08,87,0,1,0,2,False,2017-10-08,30,24,4,12,78,False,2017-10-08,29,85,0,2,56,False,2017-10-08,3,4,92,4,19,False,2017-10-08,54,31,51,2,78,False,2017-10-08,69,0,1,1,31,False,2017-10-08,52,0,80,1,14,False,2017-10-08,28,1,12,0,78,False,2017-10-08,12,5,10,15,78,False,2017-10-08,0,0,1,75,8,False,2017-10-08,7,1,34,17,78,False,2017-10-08,0,0,4,59,1,False,2017-10-08,0,1,62,3,75,False,2017-10-08,0,13,2,54,78,False,2017-10-08,23,3,36,37,78,False,2017-10-08,0,60,0,4,44,False,2017-10-08,23,3,0,2,78,False,2017-10-08,20,14,0,1,78,False,2017-10-08,0,71,5,2,14,False,2017-10-08,39,4,0,8,78,False,2017-10-08,1,7,2,54,28,False,2017-10-08,2,4,6,2,78,False,2017-10-08,4,1,11,0,78,False,2017-10-08,25,1,12,23,78,False,2017-10-08,17,1,2,0,78,False,2017-10-08,65,33,7,2,64,False,2017-10-08,0,4,20,14,78,False,2017-10-08,0,45,11,5,43,False,2017-10-08,1,38,0,68,58,False,2017-10-08,72,31,5,20,53,False,2017-10-08,1,0,43,0,6,False,2017-10-08,5,3,30,9,78,False,2017-10-08,73,23,11,1,78,False,2017-10-08,0,0,40,1,78,False,2017-10-08,7,1,3,21,78,False,2017-10-08,7,3,0,4,78,False,2017-10-08,4,5,18,2,78,False,2017-10-08,0,2,29,36,78,False,2017-10-08,22,13,11,92,50,False,2017-10-08,13,5,0,80,56,False,2017-10-08,32,51,0,3,21,False,2017-10-08,73,0,0,1,12,False,2017-10-08,0,3,8,0,78,False,2017-10-08,0,1,6,11,78,False,2017-10-08,3,66,2,0,78,False,2017-10-08,0,9,53,0,78,False,2017-10-08,3,35,1,20,78,False,2017-10-08,25,4,41,59,33,False,2017-10-08,28,0,1,65,9,False,2017-10-08,0,70,29,1,48,False,2017-10-08,0,1,12,0,78,False,2017-10-08,0,0,0,56,68,False,2017-10-08,0,0,41,0,41,False,2017-10-08,4,15,78,1,13,False,2017-10-08,14,8,36,3,78,False,2017-10-08,1,0,0,52,8,False,2017-10-08,0,0,1,61,1,False
